HeadYaw, HeadPitch, LShoulderPitch, LShoulderRoll, LElbowYaw, LElbowRoll, LWristYaw, LHand, LHipYawPitch, LHipRoll, LHipPitch, LKneePitch, LAnklePitch, LAnkleRoll, RHipYawPitch, RHipRoll, RHipPitch, RKneePitch, RAnklePitch, RAnkleRoll, RShoulderPitch, RShoulderRoll, RElbowYaw, RElbowRoll, RWristYaw, RHand, BlobX, BlobY
3.865261077880859375e-01,4.751205444335937500e-02,4.847021102905273438e-01,-1.334998607635498047e-01,-1.149007797241210938e+00,-7.991721630096435547e-01,-1.267126083374023438e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.106140136718750000e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.695301055908203125e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.586973160505294800e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.640794677734375000e+02,2.215395202636718750e+02
3.865261077880859375e-01,4.751205444335937500e-02,4.325461387634277344e-01,-2.009959220886230469e-01,-1.149007797241210938e+00,-7.991721630096435547e-01,-1.268660068511962891e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.109208106994628906e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.679961204528808594e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.586973160505294800e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.880495605468750000e+02,2.009868316650390625e+02
3.865261077880859375e-01,4.751205444335937500e-02,3.359041213989257812e-01,-1.871900558471679688e-01,-1.156678199768066406e+00,-7.991721630096435547e-01,-1.280931949615478516e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.110742092132568359e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.664621353149414062e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.043539047241210938e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.713645935058593750e+02,1.503720855712890625e+02
3.865261077880859375e-01,4.904603958129882812e-02,2.806799411773681641e-01,-1.871900558471679688e-01,-1.158212184906005859e+00,-7.991721630096435547e-01,-1.322350025177001953e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112276077270507812e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.664621353149414062e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.586973160505294800e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.695124206542968750e+02,1.314607391357421875e+02
3.865261077880859375e-01,4.751205444335937500e-02,1.963100433349609375e-01,-1.933259963989257812e-01,-1.155144214630126953e+00,-7.991721630096435547e-01,-1.320816040039062500e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.110742092132568359e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.664621353149414062e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.789941101074218750e+02,9.599628448486328125e+01
3.865261077880859375e-01,4.751205444335937500e-02,1.088719367980957031e-01,-1.917920112609863281e-01,-1.155144214630126953e+00,-7.991721630096435547e-01,-1.320816040039062500e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.110742092132568359e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.664621353149414062e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.798171081542968750e+02,5.757159423828125000e+01
3.865261077880859375e-01,4.751205444335937500e-02,4.444408416748046875e-02,-1.902580261230468750e-01,-1.155144214630126953e+00,-7.991721630096435547e-01,-1.320816040039062500e+00,2.003999948501586914e-01,-3.984212875366210938e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112276077270507812e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-3.984212875366210938e-02,6.293606758117675781e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.798823547363281250e+02,2.626229476928710938e+01
3.865261077880859375e-01,4.751205444335937500e-02,3.370594978332519531e-02,-1.856560707092285156e-01,-1.155144214630126953e+00,-7.991721630096435547e-01,-1.320816040039062500e+00,2.003999948501586914e-01,-3.984212875366210938e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-3.984212875366210938e-02,6.447005271911621094e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.672101974487304688e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.754561157226562500e+02,2.151240539550781250e+01
3.849921226501464844e-01,4.751205444335937500e-02,3.370594978332519531e-02,-8.594608306884765625e-02,-1.155144214630126953e+00,-8.007061481475830078e-01,-1.320816040039062500e+00,2.003999948501586914e-01,-3.984212875366210938e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-3.984212875366210938e-02,6.293606758117675781e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.155144214630126953e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.422695007324218750e+02,3.324822616577148438e+01
3.865261077880859375e-01,4.751205444335937500e-02,1.376414299011230469e-02,-1.077985763549804688e-02,-1.155144214630126953e+00,-7.991721630096435547e-01,-1.320816040039062500e+00,2.003999948501586914e-01,-3.984212875366210938e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-3.984212875366210938e-02,6.293606758117675781e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.672101974487304688e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.155144214630126953e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.088833312988281250e+02,3.149166679382324219e+01
3.849921226501464844e-01,4.904603958129882812e-02,1.529812812805175781e-02,4.751205444335937500e-02,-1.149007797241210938e+00,-7.991721630096435547e-01,-1.319282054901123047e+00,2.003999948501586914e-01,-3.984212875366210938e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-3.984212875366210938e-02,6.447005271911621094e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,1.933475189208984375e+02,4.158865356445312500e+01
3.865261077880859375e-01,5.211400985717773438e-02,1.990008354187011719e-02,3.830814361572265625e-02,-1.145939826965332031e+00,-8.206479549407958984e-01,-1.319282054901123047e+00,2.003999948501586914e-01,-3.984212875366210938e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-3.984212875366210938e-02,6.293606758117675781e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.185740113258361816e+00,-7.512402534484863281e-02,1.672101974487304688e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.032996826171875000e+02,3.665865325927734375e+01
3.865261077880859375e-01,4.904603958129882812e-02,2.603602409362792969e-02,4.137611389160156250e-02,-1.153610229492187500e+00,-8.221821784973144531e-01,-1.319282054901123047e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.110742092132568359e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.679961204528808594e-01,2.112546443939208984e+00,-1.186300277709960938e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.155144214630126953e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.032996826171875000e+02,3.665865325927734375e+01
3.865261077880859375e-01,4.444408416748046875e-02,9.353208541870117188e-02,9.199810028076171875e-02,-1.156678199768066406e+00,-8.175799846649169922e-01,-1.320816040039062500e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.679961204528808594e-01,2.112546443939208984e+00,-1.185740113258361816e+00,-7.512402534484863281e-02,1.672101974487304688e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,1.927003326416015625e+02,7.222895812988281250e+01
3.880600929260253906e-01,4.444408416748046875e-02,9.506607055664062500e-02,2.453980445861816406e-01,-1.156678199768066406e+00,-8.160459995269775391e-01,-1.319282054901123047e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.189441919326782227e+00,7.501578330993652344e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.185740113258361816e+00,-7.512402534484863281e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,1.927003326416015625e+02,7.222895812988281250e+01
3.865261077880859375e-01,4.597806930541992188e-02,1.334159374237060547e-01,8.586215972900390625e-02,-1.156678199768066406e+00,-8.160459995269775391e-01,-1.323884010314941406e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.189441919326782227e+00,7.501578330993652344e-02,-4.137611389160156250e-02,6.293606758117675781e-02,-9.664621353149414062e-01,2.112546443939208984e+00,-1.185740113258361816e+00,-7.602199912071228027e-02,1.672101974487304688e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,1.878219757080078125e+02,8.312802886962890625e+01
3.880600929260253906e-01,4.444408416748046875e-02,1.917080879211425781e-01,1.069593429565429688e-02,-1.156678199768066406e+00,-8.175799846649169922e-01,-1.342291831970214844e+00,2.003999948501586914e-01,-4.137611389160156250e-02,-1.088719367980957031e-01,-9.464361667633056641e-01,2.112546443939208984e+00,-1.189441919326782227e+00,7.501578330993652344e-02,-4.137611389160156250e-02,6.447005271911621094e-02,-9.649281501770019531e-01,2.112546443939208984e+00,-1.185740113258361816e+00,-7.602199912071228027e-02,1.673635959625244141e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.153610229492187500e+00,-2.918791770935058594e-02,3.600001335144042969e-03,2.051424255371093750e+02,9.839493560791015625e+01
3.880600929260253906e-01,4.597806930541992188e-02,2.223880290985107422e-01,1.349501609802246094e-01,-1.158212184906005859e+00,-8.160459995269775391e-01,-1.342291831970214844e+00,2.008000016212463379e-01,-3.984212875366210938e-02,-1.088719367980957031e-01,-9.479701519012451172e-01,2.112546443939208984e+00,-1.188891887664794922e+00,7.516529411077499390e-02,-3.984212875366210938e-02,6.293606758117675781e-02,-9.664621353149414062e-01,2.112546443939208984e+00,-1.185740113258361816e+00,-7.512402534484863281e-02,1.672101974487304688e+00,-1.058878898620605469e-01,1.702698111534118652e+00,1.155144214630126953e+00,-2.918791770935058594e-02,3.600001335144042969e-03,1.583454895019531250e+02,1.086308975219726562e+02
